"","x","y"
"1",0.937324083410203,0.787771154660732
"2",0.209034264087677,0.308172289514914
"3",0.924534843070433,0.601913504069671
"4",0.400987521046773,0.629127656808123
"5",0.753427956718951,0.590796049917117
"6",0.0542064220644534,0.000920083373785019
"7",0.0742195674683899,0.913793792715296
"8",0.313993128715083,0.918229843955487
"9",0.624304740689695,0.0490863304585218
"10",0.825232742354274,0.534516317071393
"11",0.360836875624955,0.800343408947811
"12",0.846030095359311,0.0807248242199421
"13",0.104109286796302,0.352137543028221
"14",0.695546643808484,0.900052780751139
"15",0.992520812200382,0.154407388763502
"16",0.983346638968214,0.89973358111456
"17",0.964927347842604,0.34757667244412
"18",0.667717427248135,0.671171630499884
"19",0.830719391582534,0.672245897585526
"20",0.044341626111418,0.46868643257767
"21",0.609367455122992,0.134572483599186
"22",0.553889458067715,0.276721967151389
"23",0.171258557587862,0.248578154481947
"24",0.443046680651605,0.930065722437575
"25",0.886998287169263,0.541443202411756
"26",0.99554304080084,0.664441193686798
"27",0.242205220041797,0.891349789686501
"28",0.881541929673404,0.620458096964285
"29",0.593888972885907,0.547687584999949
"30",0.727434078464285,0.972022850066423
"31",0.162046365439892,0.989509710809216
"32",0.96723014046438,0.314917772077024
"33",0.433420376619324,0.282858133548871
"34",0.795483154244721,0.56458530947566
"35",0.422727538505569,0.401096225949004
"36",0.811891145305708,0.221734322840348
"37",0.408254588954151,0.733633907744661
"38",0.523556784493849,0.0849258250091225
"39",0.506355807185173,0.283556171460077
"40",0.475486588897184,0.806213155388832
"41",0.604807053459808,0.460493406979367
"42",0.679573673056439,0.381790820276365
"43",0.144973178394139,0.321537057170644
"44",0.457231960026547,0.770084274467081
"45",0.856139578623697,0.848100822186098
"46",0.248981827171519,0.470884346170351
"47",0.739401483442634,0.214800119865686
"48",0.862790746614337,0.362965590087697
"49",0.974445693427697,0.573003374971449
"50",0.456735305022448,0.137916830135509
"51",0.513208902208135,0.570655996911228
"52",0.601194193819538,0.335990611230955
"53",0.0651230562943965,0.0768097455147654
"54",0.483810845529661,0.97611523210071
"55",0.932308406336233,0.263649490196258
