"","x","y"
"1",0.209721258841455,0.590262893587351
"2",0.212499174755067,0.438688174821436
"3",0.801626115338877,0.623570517869666
"4",0.536622699350119,0.673580431612208
"5",0.0248323774430901,0.728813498979434
"6",0.0646918476559222,0.937015584437177
"7",0.749892175430432,0.166561574209481
"8",0.109765588538721,0.316166451666504
"9",0.321069032419473,0.252433834597468
"10",0.172837782185525,0.999759464757517
"11",0.709927469259128,0.98687943443656
"12",0.488236103672534,0.0969094720203429
"13",0.217189559480175,0.0254017238039523
"14",0.803337692515925,0.854337493423373
"15",0.0657147683668882,0.642325059976429
"16",0.295194505248219,0.834138776641339
"17",0.972113189753145,0.986135268816724
"18",0.717146425042301,0.0952304806560278
"19",0.481992166955024,0.3568842606619
"20",0.332870027283207,0.33702069055289
"21",0.0232369301375002,0.23409565538168
"22",0.2013260924723,0.375449867919087
"23",0.974525771569461,0.486937929177657
"24",0.994350525084883,0.248816899489611
"25",0.217725922353566,0.15543378260918
"26",0.897243079263717,0.657216034131125
"27",0.93247036030516,0.75264694984071
"28",0.113520927960053,0.869609792483971
"29",0.328680792590603,0.962582921376452
"30",0.937138020526618,0.818357728421688
"31",0.442222171695903,0.227163698989898
"32",0.583331720205024,0.0230489007662982
"33",0.218449778389186,0.94269661186263
"34",0.923413369106129,0.908757923636585
"35",0.195563458371907,0.670738006010652
"36",0.425345534924418,0.0759729605633765
"37",0.0540657858364284,0.0531039868947119
"38",0.452192538185045,0.071537813404575
"39",0.783989883959293,0.313620118889958
"40",0.127021050779149,0.673787075327709
"41",0.283969811862335,0.86152545385994
"42",0.116874436615035,0.451423351885751
"43",0.377091388218105,0.392227547243237
"44",0.750767139950767,0.518889287253842
"45",0.918631456559524,0.473437949549407
"46",0.573857697658241,0.083190705627203
"47",0.971052035922185,0.127377377822995
"48",0.189854885218665,0.871226797811687
"49",0.319210154470056,0.888884040992707
"50",0.597506023244932,0.748006646288559
"51",0.119941719574854,0.973610135726631
"52",0.896993226837367,0.888541269814596
"53",0.368025292642415,0.216430304804817
"54",0.289731486001983,0.767490073572844
"55",0.291797767393291,0.17329044174403
"56",0.852986000012606,0.975104992510751
"57",0.481797801097855,0.966603045817465
"58",0.771908657625318,0.0743187600746751
"59",0.856600716710091,0.0705068930983543
"60",0.543483192799613,0.962864821543917
"61",0.416062394157052,0.836161584127694
"62",0.999909783015028,0.10311741172336
"63",0.495593138271943,0.743327256059274
"64",0.214258257765323,0.822371886111796
"65",0.0216336669400334,0.304832186317071
"66",0.938604554627091,0.582905180053785
"67",0.413928664522246,0.759763073874637
"68",0.151334207504988,0.204238740494475
"69",0.718374127522111,0.630848819389939
"70",0.374507725005969,0.854196747532114
"71",0.0768895412329584,0.145972934551537
"72",0.902849839767441,0.95498000504449
"73",0.662907514255494,0.890034216688946
"74",0.810992866521701,0.0062299685087055
"75",0.396822074661031,0.252805425552651
"76",0.500203741947189,0.841476580826566
"77",0.862398511031643,0.788861873559654
"78",0.68273886712268,0.299468301236629
"79",0.224753024755046,0.528457446722314
"80",0.0794427848886698,0.602665809215978
"81",0.278802485670894,0.396303902147338
"82",0.514392911223695,0.487627126276493
"83",0.273123321123421,0.476807797560468
"84",0.128993483493105,0.105514977127314
"85",0.539039083523676,0.413773038191721
"86",0.733001396991313,0.403709320118651
"87",0.556540013989434,0.476565093034878
"88",0.681375296786427,0.51307979458943
"89",0.408690350595862,0.813900545239449
"90",0.146586253074929,0.900473224930465
"91",0.446789846522734,0.874336890410632
"92",0.248243974987417,0.711607672506943
"93",0.808006017236039,0.820963688427582
"94",0.844959041802213,0.666422913549468
"95",0.619451441569254,0.459545253776014
"96",0.341889899689704,0.639183439081535
"97",0.868731290800497,0.249108535470441
"98",0.175000898772851,0.40502787544392
"99",0.38686206843704,0.516234322218224
"100",0.967485741479322,0.55028694239445
"101",0.0233946447260678,0.526392253814265
"102",0.115689162164927,0.0569177023135126
"103",0.647000429686159,0.483986920909956
"104",0.562444982817397,0.874482163693756
"105",0.703997567296028,0.724468385335058
"106",0.959292584331706,0.753833425696939
"107",0.0748948270920664,0.263399674557149
"108",0.87102232221514,0.212020619306713
