"","x","y"
"1",0.911247215932235,0.45106989168562
"2",0.70862938510254,0.624774530529976
"3",0.38517966051586,0.0729963092599064
"4",0.131202496355399,0.252927179215476
"5",0.933077574707568,0.699139123084024
"6",0.635664970846847,0.266399644315243
"7",0.359777542529628,0.10015360196121
"8",0.267190235899761,0.996645416831598
"9",0.727251027943566,0.248664337908849
"10",0.639187999768183,0.571772316237912
"11",0.519281208282337,0.821071617072448
"12",0.771132185123861,0.939734620507807
"13",0.813223705859855,0.541743709472939
"14",0.736378144007176,0.923252672189847
"15",0.524887710809708,0.654770019464195
"16",0.0673047713935375,0.297189862001687
"17",0.322178869042546,0.929661402711645
"18",0.511770766228437,0.238844305509701
"19",0.925176387652755,0.791652617976069
"20",0.731608650879934,0.139904993120581
"21",0.684175506001338,0.501520743593574
"22",0.142938111908734,0.184449053835124
"23",0.235674247145653,0.622571175452322
"24",0.525910061085597,0.559552615974098
"25",0.774039156269282,0.651788902236149
"26",0.569832214619964,0.014035195345059
"27",0.898387716151774,0.389511029003188
"28",0.389722678111866,0.85754841286689
"29",0.613068494247273,0.0254060260485858
"30",0.534125028876588,0.36689221020788
"31",0.907922222977504,0.306385742034763
"32",0.442747422261164,0.808211711933836
"33",0.944796789670363,0.330624766414985
"34",0.596470050513744,0.336068207863718
"35",0.733825736911967,0.700295153539628
"36",0.0258081420324743,0.215175592107698
"37",0.939033621223643,0.466678361641243
"38",0.651567213935778,0.669246036093682
"39",0.269747861661017,0.584706264082342
"40",0.0304977893829346,0.0938399687875062
"41",0.0700262798927724,0.712829967960715
"42",0.428623137064278,0.273352521006018
"43",0.128576963907108,0.0408096187748015
"44",0.819879338145256,0.852550426265225
