4.101217796453259234e-01,8.461254208077790828e-01
3.433806660850725612e-01,-9.300596651028802953e-02
9.644116449097136501e-01,-9.392571414912036509e-01
-9.303222727795097402e-01,-5.237290025097296464e-02
3.210649258925118987e-01,-9.444517733585360286e-01
7.426242844826635991e-01,-8.462463701616242950e-01
-1.057651102289027811e-01,2.099070076662837847e-01
6.693540560308457454e-01,9.973003890821600104e-01
3.222874561089464907e-01,-6.127857748045919539e-01
-9.695134939420757547e-02,4.069533061071949342e-01
-6.622934995062961239e-01,-3.092149848824576885e-01
-9.616067894705817576e-01,-7.589841675277344546e-01
9.211914643616051501e-01,-8.526006754274100263e-01
9.709674562969473621e-01,8.230601178020903186e-01
-8.191257143165682209e-01,1.529298133651052494e-01
-5.308316615887522794e-01,9.867546544512822981e-01
5.767235056963659900e-02,1.437431779236630902e-02
-7.584982681872758370e-01,9.724173661039109406e-01
-3.336591885408071168e-01,-7.874630404323368360e-02
5.790056578214195504e-01,6.317413916870873170e-01
-9.690747126873413553e-01,-9.042283394661347895e-01
4.662966260130595453e-01,9.907776630548834618e-01
8.696683412925192425e-01,-5.349067303835206566e-01
6.586378760502018537e-01,-9.824456066392501796e-01
9.207507415785542992e-02,3.363304502301709409e-01
-7.981763300987121390e-01,-2.259337892478621157e-01
2.517822403160188127e-01,-3.057045200513148764e-01
-4.550679928178913425e-01,-5.936649577892814111e-01
-8.793464378126054637e-01,-5.398215800788059848e-01
-5.402142949979824582e-01,7.816531936659842916e-01
8.658537992286253759e-01,9.828653692661194485e-01
1.795694028888682459e-01,-7.504914670110485186e-01
6.433616740517507093e-01,-1.901076213012429239e-01
-3.640155709486123659e-01,-8.502830186633110188e-01
-9.537045912246946422e-01,9.992573866798336590e-01
6.953162316051435532e-01,3.228014248758704907e-01
-9.018584524122634782e-01,4.009244374298555069e-01
6.100483874122885064e-01,8.205726796529186906e-01
7.374589848416314153e-01,-6.350479848898871182e-01
-7.352988341356847535e-01,8.844526142629259846e-01
-1.098344619733224725e-01,-4.699776537264510612e-01
-1.312238509182295232e-02,9.896859219777215388e-01
-4.624373310458906872e-02,-9.130103283997235142e-01
-1.973349721195227779e-01,8.965891752304488982e-01
-7.923166185888979030e-01,-9.562437467252313805e-01
9.457305588851301348e-01,4.403539520877440827e-01
-6.663030122171178515e-01,6.482772177044962003e-01
-8.734341434116374980e-01,9.110176014169495406e-01
8.827536205990708096e-01,-2.693619294516353957e-01
3.875634712327369336e-01,2.733788553872095184e-01
