-1.482371464671032868e-01,9.999978598626841908e-01
4.368732339219342231e-01,-9.595378002260936956e-01
-3.786388897345163151e-01,7.294866167291236270e-01
9.939934202065457969e-01,-8.789056786154874068e-01
-3.106592786863435762e-01,-4.559585760762829842e-02
-9.448520543724925336e-01,-1.480687064987717960e-02
-5.882440469415843864e-01,1.763530588594393045e-01
-8.332838387467573771e-01,4.474780852437187928e-02
-3.665959729724053151e-01,2.185684161699450456e-01
4.933403127259404775e-01,-4.314674816987380535e-01
4.826567331012424633e-01,9.885463094428038611e-01
2.389096371741167291e-01,6.948133265442884010e-01
9.928740835974528833e-01,-6.856800917635703652e-01
6.178604029092382710e-01,-8.074308978142819004e-01
9.906034922194606462e-01,5.717997781839515570e-01
-9.826887252308806886e-01,9.754051550688912497e-01
1.284247871558684695e-01,-9.346406978015546763e-01
7.669914323541726642e-01,-1.406243568365834751e-01
-6.178136271006249292e-01,8.459416223604983021e-01
9.628776971860567579e-01,9.458109168524928556e-01
7.576727321538062609e-01,-9.105281513469194454e-01
-9.945088937413859576e-02,2.669938109733366316e-01
-4.108569787636753290e-01,5.277423849741829098e-01
8.387325610208190563e-01,9.346475363541465464e-01
7.777593582813087103e-01,8.091832056307864951e-01
9.547062298387923862e-01,9.662475206324345756e-01
-7.048735402161252495e-01,5.787556042869250739e-01
-9.772579865629560381e-01,-9.913506268151197620e-01
-2.207185476102762056e-01,-7.236779778041571021e-01
4.693738567848254606e-01,5.072992553644639635e-02
9.708684190570525674e-01,-3.897293333639573198e-01
-7.375118956568678108e-01,-7.530559558490090843e-02
4.054620818667374893e-01,-7.713893358649339671e-01
8.726614971376889240e-01,-9.514499501326456610e-01
-5.150745553393403231e-01,-7.619009086435897249e-01
-1.875411853195205758e-01,8.199249618735214851e-01
7.607638792323920818e-01,5.837577648713718759e-01
8.380816197361266040e-01,-5.736120012499792420e-01
-9.608580589694621921e-01,7.844222227632915434e-01
-8.189564837396536845e-01,-9.622903190523550698e-01
2.290272036292982927e-01,8.447868960880322575e-02
3.454713435248172315e-01,-9.457781819679711433e-02
-7.295637673895509767e-01,9.994812054175878924e-01
-8.444157893861530262e-01,9.418150100168126704e-01
-3.824546235574273201e-01,-9.136601162182180769e-01
-8.337754771960761424e-01,5.321901279625960157e-01
8.192310169086751692e-01,-4.255827780216558942e-01
-9.923335203277432459e-01,-6.279742768535967468e-01
9.364063816180683286e-01,2.467311268048939521e-01
6.388467252909190153e-01,8.343323704117145967e-01
